Transaction_Amount,Transaction_Hour,Account_Age_Days,Previous_Transactions,Failed_Transactions,Device_Trust_Score,Location_Change,International_Transaction,Transaction_Frequency,Fraud
416.78,3,278,48,0,4.32,0,0,6,0
150.53,21,2541,255,1,88.59,0,0,7,0
107.99,17,2724,134,2,12.66,0,1,10,0
96.42,2,1230,290,2,0.22,0,0,3,0
98.87,16,1276,208,3,17.89,1,1,6,1
9.7,17,607,499,1,82.39,0,0,5,0
50.46,17,808,101,0,80.27,0,0,5,0
155.27,23,1292,484,1,34.01,0,0,4,0
63.5,23,2855,46,3,66.8,0,0,7,0
16.36,1,1182,443,4,50.72,0,1,8,0
63.28,12,1900,70,0,90.47,0,0,5,0
366.54,21,2447,136,3,5.64,0,0,4,0
232.04,14,2021,280,8,81.32,0,0,3,0
62.68,4,2473,67,1,17.06,0,0,3,0
172.68,2,435,4,1,39.16,0,0,3,0
46.22,4,1735,224,1,19.2,0,0,7,0
12.14,4,2924,1,1,70.26,0,0,2,0
26.46,4,2143,290,1,67.83,0,0,6,0
318.27,2,1249,109,6,54.79,0,0,3,0
50.7,2,2480,265,2,69.82,0,0,9,0
52.28,19,127,63,3,63.96,0,0,8,0
49.41,22,2939,460,3,77.64,0,0,4,0
447.71,17,2472,266,5,23.94,0,0,5,0
338.99,19,608,138,2,42.89,0,0,4,0
613.25,3,2097,434,1,15.16,1,1,3,0
56.88,0,1194,44,1,42.96,0,0,3,0
89.62,15,2760,374,2,70.17,1,1,4,0
14.63,7,2594,432,2,69.14,0,0,11,0
292.05,16,2477,471,1,70.94,0,0,6,0
20.74,7,673,262,0,30.88,0,0,3,0
82.83,6,2152,216,0,66.22,0,0,11,0
22.26,7,1591,121,1,36.75,0,0,6,0
37.01,20,659,152,2,94.45,0,0,5,0
28.87,23,1499,213,0,34.34,1,0,4,0
36.31,11,297,234,2,60.3,0,0,5,1
38.9,15,1709,351,1,75.01,0,0,1,1
38.54,11,421,111,1,90.64,0,1,7,0
153.44,18,2457,442,2,43.79,0,0,2,0
22.09,9,2585,361,3,36.05,0,0,8,0
83.14,6,1051,320,3,43.0,0,0,4,0
225.42,11,145,222,0,32.37,1,0,9,0
39.92,19,2035,440,4,65.39,0,0,3,0
32.53,4,768,226,2,93.27,0,0,3,0
52.96,15,1281,210,3,12.61,0,0,3,0
216.96,8,2900,396,2,56.09,0,0,4,0
80.97,6,2767,419,3,89.76,0,0,3,0
39.2,19,1034,71,3,10.01,0,1,6,1
108.19,21,390,489,0,49.39,0,0,7,0
22.15,13,2566,360,0,86.52,0,1,5,0
131.81,10,1538,89,1,90.05,0,1,5,0
100.34,6,815,262,3,51.44,0,1,6,0
49.02,9,485,449,2,2.5,0,0,4,0
28.83,8,963,366,3,10.56,0,0,2,0
27.48,3,858,464,0,58.67,1,0,4,0
113.84,15,906,188,4,12.39,1,1,8,1
227.92,9,41,112,1,14.94,0,0,5,0
35.26,18,1937,452,1,77.21,0,0,8,0
105.47,23,2175,413,5,75.07,0,1,4,1
8.27,16,200,422,4,84.28,0,1,5,0
37.17,8,1780,239,0,10.57,0,0,4,0
64.65,12,1783,476,2,19.81,0,0,8,0
26.85,0,2131,256,3,83.3,0,0,2,0
26.14,1,632,150,1,72.11,0,0,3,0
34.2,12,1136,127,1,80.6,0,1,3,0
89.32,23,2928,392,3,98.97,0,1,5,1
55.29,8,595,319,3,86.44,1,0,4,0
7.11,6,2477,480,2,52.05,0,0,5,0
8.0,15,482,481,0,31.08,0,0,9,0
36.35,18,1797,397,3,56.97,1,0,6,0
105.39,6,123,411,0,63.86,0,0,3,0
4.27,5,1412,402,1,33.53,0,0,4,0
40.46,17,1346,274,4,77.09,0,1,5,0
39.4,18,2387,333,2,9.28,0,1,5,0
267.29,10,348,470,3,77.94,0,0,9,0
45.38,11,2295,446,0,3.2,1,0,8,0
97.81,9,1206,398,1,49.8,0,0,7,0
76.8,12,88,139,3,86.14,0,0,5,1
7.92,11,473,103,1,8.65,0,0,3,0
143.77,20,1931,242,0,51.77,0,0,3,0
82.71,9,2662,117,1,15.94,0,0,9,0
110.86,19,1997,214,2,89.48,1,0,7,0
3382.05,17,571,484,2,83.23,1,1,7,1
8.3,3,294,17,3,93.39,0,1,5,0
374.16,23,232,179,3,87.5,0,0,5,0
50.03,4,2650,224,3,73.66,0,0,6,0
88.88,4,1299,270,3,18.49,1,0,5,0
63.72,11,1700,490,3,30.25,0,0,3,0
43.63,2,2430,313,3,49.69,0,0,4,0
37.72,7,1266,349,3,58.89,0,0,4,0
92.71,21,2968,134,1,78.22,0,0,5,0
14.63,1,837,114,2,22.7,0,0,6,0
141.26,17,2293,441,3,12.83,0,0,1,0
43.98,8,2728,132,0,48.26,0,0,5,0
21.54,12,837,139,1,15.78,0,0,7,0
42.52,6,2820,365,1,69.37,0,0,4,0
234.43,9,1970,232,3,57.56,0,0,8,0
39.04,8,1975,458,2,74.11,0,0,4,0
95.44,21,2437,375,3,6.34,0,0,7,1
32.11,14,2851,92,1,96.47,1,1,1,0
142.3,4,623,267,3,0.0,0,1,4,0
132.36,11,572,99,0,32.54,0,0,5,0
423.52,0,2477,207,1,67.96,0,0,5,0
55.95,11,2109,8,1,4.51,0,0,6,0
130.15,21,1754,468,1,8.33,0,0,5,0
73.56,5,2876,370,1,7.67,0,1,2,1
243.68,18,1815,443,2,58.15,1,0,5,0
32.5,18,1978,405,0,89.59,0,0,6,0
140.47,15,2262,321,5,55.54,0,1,6,0
54.89,18,740,93,2,60.36,0,0,4,0
62.54,2,266,408,1,34.6,0,0,3,0
73.09,22,194,158,3,1.87,0,0,4,0
85.82,9,2202,360,3,2.16,0,0,6,0
59.37,17,2041,99,4,88.83,0,0,3,0
82.66,12,1723,225,1,10.26,1,0,5,1
323.15,17,255,340,4,99.98,0,0,2,0
178.65,2,2244,441,2,16.44,0,0,7,0
159.04,22,875,208,1,67.46,1,0,4,0
42.29,2,2097,73,3,94.9,0,1,6,0
27.41,22,610,479,6,36.23,0,1,7,0
173.35,11,971,401,4,73.44,0,0,2,0
160.14,19,1451,59,2,35.09,1,0,2,0
290.81,6,2066,287,0,30.49,0,1,6,0
36.45,23,2407,64,3,20.18,0,1,4,0
53.01,7,2141,256,2,82.09,0,1,6,0
12.94,8,542,48,2,25.74,1,0,1,0
45.04,13,998,279,3,28.32,0,0,2,0
180.65,4,2052,198,1,99.9,0,0,7,0
41.83,20,367,158,1,32.73,0,0,5,0
126.53,18,387,311,1,42.28,0,0,6,0
55.12,20,2229,7,4,99.01,0,1,7,0
92.21,15,1058,248,1,36.93,0,0,6,1
21.16,23,402,368,3,36.62,0,1,4,0
72.62,11,1136,232,4,82.77,0,0,7,1
3.35,20,711,106,1,31.19,0,0,3,0
55.32,3,1443,494,2,23.38,0,0,4,0
13.06,7,2606,459,1,42.32,0,0,7,0
222.74,6,793,98,2,70.06,0,0,3,0
145.1,14,1838,268,1,4.32,0,1,5,0
106.34,5,2389,60,2,37.39,0,1,4,0
305.21,4,2851,308,3,34.62,0,0,4,0
25.82,13,2706,493,0,24.48,0,0,6,1
382.74,20,992,495,1,65.43,0,0,7,0
169.39,12,2600,411,0,29.0,1,0,11,1
52.64,9,1052,140,4,60.67,0,1,5,0
207.6,17,1181,397,3,50.43,0,0,8,0
22.06,3,2548,328,1,21.72,0,0,8,0
29.24,7,2340,464,2,26.66,0,0,4,0
36.29,23,871,190,1,17.06,0,0,2,0
39.29,10,1886,125,2,5.66,0,0,5,0
23.18,16,1845,413,6,61.92,0,0,5,0
226.58,17,1708,163,6,67.28,0,0,3,0
51.48,20,122,60,2,16.6,0,0,9,0
94.87,10,1695,413,2,61.54,0,0,2,0
37.7,15,1632,31,3,98.21,0,0,9,0
10.8,11,1432,333,2,7.44,1,1,5,0
87.36,12,871,76,0,49.04,0,0,2,0
9.85,15,2667,243,2,73.3,0,0,12,0
62.26,22,1942,317,2,4.6,0,0,7,0
16.97,20,517,258,2,77.83,0,1,3,0
486.52,0,1677,417,4,97.95,1,0,4,0
165.9,15,475,456,4,8.85,1,0,0,0
74.13,14,2881,190,2,82.22,0,0,2,0
235.97,5,2666,489,0,37.86,0,1,7,0
28.61,11,1131,377,2,14.41,0,0,3,0
114.83,7,299,315,0,49.32,0,1,6,0
81.44,6,2925,296,3,7.15,0,0,5,0
86.84,1,1772,177,2,52.21,0,0,4,0
238.02,11,2839,489,1,1.94,0,0,3,0
138.72,20,2219,288,2,72.86,0,0,5,0
89.01,13,2681,294,3,48.8,0,0,3,0
12.74,15,1876,348,3,45.89,0,0,6,0
25.53,10,726,207,3,19.62,0,0,3,0
58.99,19,1410,215,1,36.13,0,0,2,0
73.21,8,576,344,2,18.19,1,0,1,0
21.54,9,1483,141,1,73.54,0,0,4,0
743.73,16,1003,85,2,19.9,0,0,3,0
303.81,11,1150,182,2,61.68,1,0,4,0
121.77,5,1997,332,1,27.96,0,0,3,0
71.67,18,2653,128,4,65.7,0,0,6,0
53.94,10,2003,269,1,54.05,0,0,4,0
25.74,8,1819,39,2,42.34,1,0,6,0
72.06,20,1214,23,0,67.3,0,0,5,0
86.29,5,968,242,0,41.57,0,0,4,0
19.26,23,1726,366,2,82.14,0,0,6,0
93.15,15,1022,107,0,72.96,0,0,8,0
57.1,19,1828,348,4,54.06,0,0,4,0
9.9,15,1320,142,2,87.71,0,1,7,0
28.21,5,484,145,0,82.89,0,0,7,0
44.1,4,627,280,0,53.18,1,1,3,0
440.4,20,650,245,5,6.84,0,0,8,0
116.34,3,2319,442,2,56.6,1,0,4,0
17.54,1,171,191,1,35.53,0,1,3,1
108.42,5,2013,290,2,54.01,0,0,6,0
14.19,8,1992,179,1,64.71,0,0,6,0
196.9,16,2238,112,2,64.48,0,0,6,0
41.63,13,734,214,1,67.35,0,0,4,0
60.73,6,478,138,3,67.93,0,0,6,0
251.09,21,1819,374,0,10.93,0,0,7,0
18.41,18,30,200,0,19.17,0,1,4,0
16.49,0,269,405,1,63.05,0,0,4,0
37.2,19,2523,421,3,40.82,0,1,6,0
188.36,14,1149,7,3,76.29,0,0,8,0
14.59,17,1446,346,2,12.49,0,0,5,0
3.93,2,546,13,2,19.15,0,0,3,0
42.47,17,961,80,3,55.85,0,0,2,0
115.79,1,2823,286,3,50.07,0,0,1,0
221.46,9,1989,159,2,26.64,0,0,7,0
41.97,10,1850,389,1,40.83,0,0,7,0
44.19,23,1866,416,1,3.5,0,0,7,0
211.43,2,2991,272,1,3.7,0,1,3,0
10.28,6,860,495,1,9.49,0,0,4,0
45.22,7,1981,201,0,57.68,0,0,5,0
80.67,18,1290,150,3,86.37,0,0,6,0
104.5,17,1201,448,2,26.02,0,1,8,1
40.05,12,542,428,3,3.39,0,0,10,0
69.02,12,2072,296,3,70.86,0,0,5,0
5.54,23,2107,493,2,85.54,0,0,5,0
34.53,18,313,293,4,13.82,0,0,5,0
104.95,22,425,334,0,38.57,0,0,4,0
24.97,11,314,272,0,15.87,0,0,3,0
70.74,16,2253,43,3,10.64,0,0,7,0
104.26,21,822,468,1,64.82,0,1,6,0
47.34,11,2857,319,1,96.75,0,0,2,0
79.08,12,2445,492,3,67.82,0,0,1,0
25.46,11,2814,15,0,98.48,0,0,4,0
54.24,18,1994,248,5,43.44,0,0,11,1
122.76,13,2512,172,1,89.79,1,0,3,0
78.02,6,722,218,1,20.51,0,0,2,0
37.09,12,2762,137,3,11.79,0,1,4,0
83.45,5,2905,321,2,70.25,0,0,4,0
136.27,23,1691,227,4,37.14,0,0,9,0
8.59,18,1343,44,5,31.77,0,0,3,0
212.53,18,184,20,0,67.13,0,0,2,0
47.64,3,1099,493,0,33.35,0,0,6,0
102.05,18,1426,119,1,57.26,0,0,5,0
220.8,8,1997,454,1,29.95,0,0,6,0
16.92,15,2336,234,3,78.38,0,1,4,0
32.8,3,767,458,2,31.24,1,0,1,1
49.97,5,2420,368,3,53.5,1,0,3,0
30.45,7,1782,379,0,2.32,1,0,5,0
378.02,23,180,417,2,79.17,0,0,7,0
28.31,15,1084,336,2,62.03,1,0,9,0
38.26,4,1361,356,3,19.22,0,0,2,0
81.81,20,674,262,2,21.54,1,0,5,0
20.04,21,601,83,3,26.25,0,0,4,0
44.89,9,2988,31,5,57.65,0,1,3,0
91.6,22,1178,322,4,54.83,0,0,4,0
47.81,12,2331,274,3,27.39,0,0,7,0
60.74,13,2565,234,1,69.41,0,0,5,0
39.28,6,2420,28,1,88.9,1,0,3,1
14.67,19,1358,252,3,4.35,0,0,6,1
91.98,5,857,324,2,41.72,0,0,2,0
385.65,6,2712,253,2,59.35,1,1,6,0
67.92,4,2355,449,2,58.64,0,0,4,0
83.53,20,503,239,2,1.95,1,0,4,0
133.32,17,555,490,1,21.06,0,0,6,0
18.74,22,2361,370,1,6.18,0,0,2,0
365.96,11,1500,464,2,56.9,0,0,4,0
81.64,5,913,429,4,64.54,0,1,1,0
340.99,0,2296,314,3,15.97,1,0,7,1
32.04,3,2707,175,0,33.3,1,1,4,0
410.78,18,1550,194,4,32.98,0,0,6,0
144.77,11,893,180,1,81.98,0,0,3,0
115.94,14,2467,420,3,19.47,0,0,11,0
84.27,2,2783,385,3,54.83,0,0,4,1
52.01,22,2375,295,1,78.29,0,0,7,0
221.52,19,2582,215,2,82.96,0,1,11,0
76.74,7,914,474,4,66.66,0,1,2,1
9.33,10,629,203,4,29.95,0,0,3,0
21.82,15,962,250,2,82.3,0,0,2,0
55.38,8,2858,362,0,74.22,0,0,3,0
90.92,2,2973,257,3,70.45,0,1,7,1
63.02,4,329,75,1,6.73,0,0,4,0
225.65,19,885,344,1,4.33,0,0,5,0
9.48,13,2386,202,0,69.54,0,0,5,0
76.98,14,1910,142,5,94.48,0,0,5,0
10.83,5,762,206,4,77.37,1,0,5,0
142.55,3,2714,199,3,83.15,0,0,7,0
60.68,7,1389,407,4,54.5,0,0,6,0
101.45,18,1047,171,1,30.46,0,0,3,0
28.11,4,80,406,1,67.77,0,0,7,0
239.72,12,2884,316,3,71.2,0,0,6,0
189.0,15,2922,228,2,67.54,0,0,5,0
119.53,0,1845,411,1,94.67,0,0,2,0
58.59,12,2985,440,2,36.72,0,0,6,0
119.09,21,1556,386,2,3.97,0,0,6,0
32.89,10,115,423,2,90.84,0,0,3,0
156.89,20,779,179,0,16.05,0,0,11,0
347.05,7,2019,366,3,69.73,0,0,5,0
194.53,7,2950,275,4,87.32,0,1,6,0
32.15,23,2253,62,5,31.01,0,0,7,0
95.72,13,2202,327,1,83.04,0,0,5,0
18.3,12,1383,204,3,33.21,0,1,5,0
118.2,2,2528,451,1,79.43,0,0,5,0
104.65,3,1719,447,3,6.98,0,0,5,0
10.28,19,225,367,1,65.52,0,0,4,0
20.87,14,1126,133,1,67.71,0,1,7,0
50.24,14,269,72,1,49.14,0,0,3,0
49.36,20,943,78,3,68.71,0,0,4,0
19.9,12,584,189,3,92.32,0,0,3,0
98.39,8,1574,356,1,73.39,0,0,2,0
85.75,9,1820,71,2,96.13,0,0,4,0
54.91,11,294,263,2,44.86,0,0,3,0
31.32,13,2541,306,0,52.83,1,0,7,0
190.32,0,1964,46,1,26.37,1,0,2,0
349.12,13,2429,224,1,98.56,0,0,4,0
41.12,13,79,328,2,5.51,0,0,6,0
36.16,7,388,250,3,35.86,1,0,4,0
108.98,15,1312,76,2,29.77,0,0,7,0
46.62,13,2359,74,2,38.65,0,0,6,0
58.01,0,264,142,1,91.77,0,0,5,0
139.72,15,1717,73,2,36.8,0,0,2,0
9.88,17,701,102,1,91.7,0,0,7,0
249.21,6,1297,94,0,42.33,0,0,7,0
71.71,14,843,69,2,85.48,0,0,6,0
44.19,23,2774,65,1,52.18,0,0,5,0
60.99,16,2481,193,2,31.14,1,1,4,0
64.23,18,2270,441,4,44.93,0,0,8,0
11.81,22,2045,62,1,42.44,0,1,7,0
297.36,12,1977,20,5,25.99,0,0,8,0
69.5,8,109,241,3,28.96,0,0,2,0
103.86,23,1862,203,0,18.65,0,1,7,0
172.7,23,2365,410,1,33.6,0,0,3,0
24.02,14,2735,300,1,62.44,0,1,3,0
107.07,2,2532,195,1,38.66,1,0,11,0
51.03,23,1581,454,3,71.23,0,0,9,0
155.52,0,121,62,0,98.7,0,0,4,0
7.95,15,192,107,0,37.71,1,0,4,0
60.39,7,2654,125,1,46.26,0,1,3,0
36.5,22,174,301,3,16.41,0,0,7,0
102.75,12,2872,267,5,39.22,1,0,5,0
106.7,7,2147,456,3,72.68,0,1,6,1
32.86,16,2033,477,2,21.74,0,1,5,0
32.71,21,464,202,1,18.21,0,0,9,0
59.7,22,2295,162,5,37.64,0,0,10,0
27.2,13,2032,344,0,81.86,0,0,5,0
154.78,20,2591,302,2,62.37,0,0,6,0
46.1,20,736,112,2,95.76,0,1,3,0
3.64,6,2115,337,4,90.45,1,1,8,0
45.84,14,551,32,4,15.11,0,0,3,0
23.6,15,1947,459,1,4.26,0,0,3,0
13.05,18,1031,98,4,39.91,0,0,2,0
19.35,5,2675,472,0,52.21,1,0,2,0
74.4,22,2459,247,2,51.56,0,0,4,0
251.8,0,851,261,3,13.41,0,0,2,0
91.21,11,1712,191,2,12.48,0,0,7,0
36.36,17,1699,29,3,4.69,1,0,9,0
105.2,15,2896,48,2,85.09,0,0,1,0
42.14,11,528,496,4,94.77,0,0,8,0
33.29,19,206,250,3,11.57,0,0,5,0
21.02,12,2103,226,3,21.31,0,0,4,0
11.57,7,2587,272,2,8.99,1,0,5,1
45.15,21,1430,153,1,87.75,1,0,3,0
78.1,0,1698,485,7,95.87,0,0,1,0
60.54,20,1009,328,1,26.18,0,0,3,0
43.99,6,2833,285,0,30.36,0,0,5,0
25.9,14,2131,180,0,36.27,0,0,5,0
122.52,21,1647,302,2,50.25,0,0,3,0
17.87,12,2392,153,0,68.25,1,0,7,0
144.9,12,1880,234,3,50.44,0,0,8,0
24.48,8,642,23,1,95.1,0,0,7,0
31.42,23,2745,418,2,9.99,1,0,8,0
15.38,14,584,451,1,79.86,0,0,4,0
40.39,3,2353,94,2,33.45,0,0,6,0
176.85,12,1117,370,2,37.75,0,0,4,0
111.68,11,1048,245,4,70.88,0,0,6,0
177.4,4,1900,290,1,92.94,0,0,6,0
112.41,6,487,160,2,71.62,1,1,5,0
22.12,7,2690,373,2,77.59,0,0,2,0
47.9,4,2376,285,3,75.08,1,0,4,0
30.56,8,2536,9,0,32.1,0,0,5,0
252.29,13,2425,450,3,75.69,0,0,7,0
20.15,11,376,185,3,78.45,0,0,3,0
162.99,3,1846,295,1,53.34,0,0,7,0
162.87,19,2435,135,2,53.68,0,1,3,0
415.56,7,1725,110,1,75.97,1,0,8,0
44.27,16,2520,69,0,81.7,0,1,4,0
135.95,7,1627,136,3,33.72,0,0,5,0
653.05,20,22,96,3,80.16,0,0,9,0
35.96,0,545,119,0,81.42,0,0,4,0
14.37,19,2327,374,2,23.41,1,0,6,0
10.18,1,385,274,2,71.7,1,0,4,0
136.01,3,1734,358,5,18.65,0,0,4,0
10.14,23,266,366,2,9.3,0,0,2,0
45.96,20,2274,338,0,57.45,0,0,9,0
103.27,0,459,177,0,90.87,0,0,2,0
80.25,6,903,361,2,3.55,0,0,7,0
102.05,0,1194,237,2,82.65,0,0,7,0
83.29,8,2089,272,2,50.65,0,0,5,0
239.57,2,1857,277,3,86.09,0,0,7,0
25.73,11,1293,138,1,84.35,1,0,4,0
33.89,18,1318,362,1,87.53,0,0,5,0
30.79,14,619,132,2,76.89,0,0,3,0
152.96,21,926,44,1,84.3,0,0,3,0
164.09,15,2599,123,2,17.6,1,1,3,1
104.71,9,1635,136,4,30.39,1,0,7,0
217.78,21,157,367,4,24.25,1,1,6,1
20.53,5,665,373,1,74.24,0,0,6,0
353.27,16,2124,126,3,15.36,0,1,5,0
305.89,20,2627,439,1,18.22,0,0,7,0
139.16,21,1826,275,2,87.9,0,0,7,0
396.15,23,1312,495,2,70.59,1,0,6,0
12.72,16,2805,64,3,87.54,0,1,4,0
39.47,20,452,296,1,13.94,0,1,5,1
31.97,18,2954,232,2,39.9,0,0,6,0
137.21,17,408,51,2,28.32,0,0,2,0
23.33,10,1161,137,2,0.97,1,0,5,0
142.24,23,2539,158,1,28.45,0,0,4,0
262.57,6,2243,56,0,37.96,0,0,7,0
133.65,9,2226,81,1,9.22,0,0,4,0
88.57,6,1717,232,2,56.65,0,0,6,0
24.83,4,1997,428,1,38.32,0,1,5,0
28.59,11,1680,443,3,4.65,0,0,7,0
232.67,15,1591,399,1,70.4,0,0,3,0
145.38,20,516,452,4,72.93,1,0,1,0
64.13,17,2578,326,2,83.45,0,0,3,0
43.91,2,170,128,2,48.55,0,0,4,0
8.8,19,349,126,0,96.87,1,0,4,0
22.85,14,1835,317,2,91.41,0,1,6,1
450.98,4,1508,80,6,55.14,0,0,8,0
18.53,12,1633,474,2,44.5,0,0,3,0
80.6,18,1496,377,2,0.3,0,0,4,0
182.63,11,1516,357,0,71.1,1,0,5,0
19.01,22,2761,407,4,56.5,0,0,9,0
80.21,20,1186,333,1,93.75,0,0,3,0
170.36,4,832,175,1,59.42,0,0,3,0
67.53,5,794,145,3,99.29,0,0,3,0
1174.27,6,140,441,2,85.38,0,0,6,0
12.57,9,1485,126,4,95.36,1,0,2,0
192.24,15,2573,182,1,32.77,1,0,3,0
56.1,7,1509,219,1,14.93,0,0,2,0
144.3,8,2593,436,4,79.69,0,0,9,0
103.68,3,2798,278,4,78.62,0,0,9,0
32.04,20,790,485,5,21.14,0,0,8,0
83.85,20,1717,83,1,76.47,0,0,7,0
10.4,7,1779,423,0,58.2,0,0,5,0
121.91,6,1328,483,4,10.95,0,0,3,0
89.85,14,1948,141,2,50.18,0,1,2,0
126.3,20,1468,334,1,93.11,0,0,5,0
192.12,2,2645,496,4,50.65,0,0,5,0
96.31,16,2783,95,0,78.87,1,0,4,0
77.33,10,385,365,3,2.89,0,1,3,0
27.63,8,2261,194,1,72.81,0,0,4,0
32.71,4,670,110,2,94.68,0,1,8,0
218.49,9,2132,52,1,49.95,0,0,4,0
280.43,14,1413,103,4,33.77,0,0,6,0
52.56,13,750,101,1,64.67,0,0,5,0
69.83,3,313,142,4,91.63,0,1,4,0
26.99,20,1095,201,0,17.68,0,1,5,0
215.46,19,2627,458,3,40.37,0,0,1,0
129.72,1,795,319,1,15.63,0,0,7,0
464.62,11,1220,199,2,49.67,0,0,3,0
27.71,0,238,284,0,54.04,1,0,4,0
45.7,23,1864,494,1,94.42,0,1,5,0
84.05,19,277,217,2,41.25,0,0,7,0
127.29,4,2784,46,1,56.7,0,0,4,0
53.75,5,2859,28,1,88.53,0,0,1,0
27.86,23,263,2,1,32.14,1,0,7,0
161.0,10,879,383,2,67.42,0,0,5,0
137.16,7,2144,17,1,75.72,0,1,5,0
26.67,6,1214,315,0,33.05,0,1,4,0
258.64,3,1058,436,3,16.43,0,0,3,0
214.91,5,2279,388,2,50.29,1,0,8,0
76.27,15,999,77,1,35.68,0,0,7,0
72.21,19,406,466,2,26.65,0,0,4,0
116.05,14,947,387,1,97.34,0,1,6,0
28.17,13,2568,371,2,50.22,0,0,4,0
68.72,22,2618,165,0,85.65,0,0,6,0
7.75,11,2903,97,3,19.53,0,1,3,0
160.21,11,449,105,2,93.94,1,0,3,0
13.99,15,1937,24,1,79.44,0,0,6,0
299.89,14,2368,200,3,80.87,0,0,4,0
47.94,12,2017,35,3,38.98,0,1,5,0
53.96,10,44,2,2,48.56,0,0,13,0
35.6,16,2274,289,2,59.34,1,1,5,0
50.0,20,730,332,2,78.98,0,1,6,0
275.48,14,528,342,2,84.91,0,0,4,0
5.54,13,278,461,3,7.8,0,0,2,0
239.12,9,647,138,2,90.41,0,0,6,0
93.51,11,2532,337,1,93.75,0,1,6,0
19.94,15,1358,62,2,59.29,0,0,6,0
22.75,14,1389,299,3,18.68,0,1,5,0
356.52,9,99,197,2,81.84,1,0,5,0
25.91,3,1075,377,2,54.86,0,1,10,0
21.04,22,1398,59,2,81.72,0,0,5,0
207.95,8,1704,265,3,81.48,0,0,6,0
93.56,20,1399,333,2,8.67,0,0,5,0
26.1,19,2345,188,4,60.7,0,0,6,0
82.82,8,490,63,2,48.31,0,0,4,0
23.91,20,2694,308,1,94.61,0,0,8,0
200.5,23,510,279,2,29.66,0,0,5,0
192.75,19,1671,30,2,20.6,0,0,9,0
113.52,10,2109,171,2,89.71,0,0,6,0
95.74,10,112,452,2,14.87,0,0,3,0
388.07,6,1457,21,3,68.65,0,1,6,0
66.67,20,2756,299,1,30.0,0,0,4,0
20.45,9,1973,201,3,56.78,0,0,8,0
104.53,3,1649,135,3,61.62,0,1,7,1
537.03,4,2527,272,3,41.74,0,1,2,0
24.17,4,1337,23,2,97.5,0,1,5,0
46.46,10,2484,442,3,13.18,0,1,5,1
101.13,8,1689,87,2,39.14,0,0,6,0
63.19,15,2167,31,3,43.04,0,0,6,0
24.97,8,1598,121,1,63.1,0,0,8,0
204.76,21,2572,69,1,40.73,0,0,5,0
678.61,3,77,134,2,9.7,0,0,2,0
81.14,1,2446,371,2,94.74,0,0,4,0
27.0,13,1683,449,3,41.61,0,0,8,0
14.17,2,317,315,3,34.27,0,0,4,0
86.31,17,1385,496,3,44.67,0,0,5,0
201.12,20,1832,412,2,21.66,0,0,5,0
107.25,5,1099,146,1,10.02,0,1,4,0
66.53,10,469,472,2,14.86,0,0,4,0
36.99,20,2404,333,2,16.67,0,1,2,0
22.37,17,2382,481,3,19.77,0,0,7,0
153.66,11,676,394,1,42.0,0,0,4,0
166.3,4,1632,263,2,62.39,0,0,5,0
14.21,8,1066,293,1,62.89,0,0,6,0
326.96,19,77,480,3,0.01,1,0,5,0
118.4,17,2244,429,1,92.1,0,1,6,0
270.32,18,2249,86,1,82.28,0,0,6,0
17.42,2,1246,16,6,96.39,0,1,3,0
17.02,8,1633,216,2,36.0,1,0,5,0
57.46,3,2485,116,1,66.48,0,0,6,0
110.25,16,1384,118,2,16.8,0,0,5,0
401.96,16,2273,270,2,81.7,0,0,3,0
135.11,22,186,395,0,16.14,0,0,3,0
52.32,22,1598,467,3,32.6,0,0,6,0
23.89,1,1363,343,2,49.08,0,1,3,0
228.15,8,2618,162,4,59.45,0,0,6,0
25.41,8,2938,188,3,55.96,0,1,7,0
339.84,4,635,104,3,10.21,0,0,7,0
50.18,14,2664,141,1,42.17,0,0,6,0
327.2,14,188,167,1,92.29,0,0,5,0
131.49,2,404,300,5,87.24,0,0,2,1
58.15,18,1178,28,1,59.08,1,0,3,0
39.67,2,885,424,1,57.23,0,0,7,0
47.42,5,971,272,3,11.17,0,0,7,0
102.34,3,207,50,2,20.03,0,0,1,0
72.04,23,978,371,6,25.26,0,0,7,0
36.83,12,678,156,1,48.82,0,0,3,0
56.51,12,2514,324,4,73.14,0,1,4,0
72.14,10,1286,348,1,46.07,0,0,5,0
7.93,4,1920,121,2,12.61,0,0,10,0
105.44,0,81,444,1,43.93,0,0,4,0
25.04,8,232,140,4,16.26,1,0,3,0
21.05,16,2333,16,0,75.11,1,0,4,0
12.34,21,1279,309,1,16.65,0,0,8,0
11.09,0,1374,438,2,48.25,0,0,5,0
17.19,2,2630,49,0,69.34,0,1,9,0
32.82,14,933,164,1,22.82,0,0,4,0
470.25,20,480,62,0,7.6,0,0,4,0
39.41,22,2511,340,2,56.33,1,0,6,0
79.66,9,2064,154,2,5.42,0,0,6,0
99.53,7,197,312,3,58.78,0,0,8,0
76.03,11,2061,376,2,75.35,0,1,2,0
61.72,21,1678,346,0,32.93,0,0,1,0
20.18,14,2964,150,1,48.83,0,0,6,0
284.56,8,1158,376,1,92.88,0,0,7,0
406.34,23,969,73,4,47.11,0,0,7,0
12.4,9,2582,69,0,99.66,1,0,2,0
23.95,19,639,465,2,15.7,1,0,7,1
50.41,8,784,177,0,70.89,0,1,6,1
